,country,year,age,Average_suicides_per_capita
5512,Guatemala,2012-01-01,55-74 years,3.895
8269,Mauritius,2014-01-01,55-74 years,3.895
1536,Barbados,2004-01-01,35-54 years,3.895
7966,Malta,1995-01-01,25-34 years,3.8949999999999996
2010,Belize,2005-01-01,35-54 years,3.89
9521,Philippines,2009-01-01,75+ years,3.8800000000000003
13000,Turkmenistan,2010-01-01,35-54 years,3.88
10014,Puerto Rico,2014-01-01,15-24 years,3.88
5073,Greece,1995-01-01,35-54 years,3.88
3863,Ecuador,1987-01-01,55-74 years,3.88
2874,Colombia,1994-01-01,35-54 years,3.875
9326,Paraguay,1995-01-01,35-54 years,3.87
9924,Puerto Rico,1999-01-01,15-24 years,3.87
11056,Serbia,2010-01-01,15-24 years,3.87
12645,Thailand,2015-01-01,15-24 years,3.865
5055,Greece,1992-01-01,35-54 years,3.865
3941,Ecuador,2000-01-01,55-74 years,3.865
4849,Georgia,2015-01-01,15-24 years,3.865
12145,Suriname,2008-01-01,5-14 years,3.8600000000000003
5186,Greece,2014-01-01,25-34 years,3.8600000000000003
5449,Guatemala,2002-01-01,25-34 years,3.86
3009,Costa Rica,1985-01-01,75+ years,3.845
9443,Paraguay,2014-01-01,75+ years,3.845
1460,Barbados,1987-01-01,55-74 years,3.845
4345,Fiji,2008-01-01,15-24 years,3.8449999999999998
2071,Belize,2015-01-01,5-14 years,3.84
5473,Guatemala,2006-01-01,25-34 years,3.83
9344,Paraguay,1998-01-01,35-54 years,3.8249999999999997
11932,Spain,2013-01-01,15-24 years,3.8200000000000003
2859,Colombia,1991-01-01,75+ years,3.82
1450,Barbados,1986-01-01,15-24 years,3.815
10807,Saint Lucia,2013-01-01,5-14 years,3.81
1572,Barbados,2010-01-01,35-54 years,3.81
2842,Colombia,1989-01-01,15-24 years,3.81
5510,Guatemala,2012-01-01,35-54 years,3.81
10057,Qatar,2007-01-01,25-34 years,3.8099999999999996
10033,Qatar,2001-01-01,25-34 years,3.805
4353,Fiji,2009-01-01,35-54 years,3.805
1566,Barbados,2009-01-01,35-54 years,3.805
11884,Spain,2005-01-01,15-24 years,3.8000000000000003
8319,Mexico,1991-01-01,25-34 years,3.8
5460,Guatemala,2004-01-01,15-24 years,3.795
8326,Mexico,1992-01-01,35-54 years,3.795
8162,Mauritius,1996-01-01,75+ years,3.79
9990,Puerto Rico,2010-01-01,15-24 years,3.79
2092,Brazil,1986-01-01,15-24 years,3.79
1462,Barbados,1988-01-01,15-24 years,3.79
494,Armenia,1992-01-01,35-54 years,3.78
3501,Cyprus,2009-01-01,15-24 years,3.78
2880,Colombia,1995-01-01,35-54 years,3.775
487,Armenia,1991-01-01,25-34 years,3.77
6967,Kazakhstan,2006-01-01,5-14 years,3.7699999999999996
5395,Guatemala,1993-01-01,25-34 years,3.7699999999999996
11326,Singapore,2006-01-01,15-24 years,3.765
7176,Kuwait,2004-01-01,35-54 years,3.7600000000000002
1265,Bahamas,2005-01-01,25-34 years,3.755
9972,Puerto Rico,2007-01-01,15-24 years,3.75
2849,Colombia,1990-01-01,25-34 years,3.75
7947,Malta,1992-01-01,15-24 years,3.745
5466,Guatemala,2005-01-01,15-24 years,3.7350000000000003
6502,Italy,2003-01-01,15-24 years,3.73
9160,Panama,1989-01-01,55-74 years,3.73
10793,Saint Lucia,2011-01-01,25-34 years,3.73
77,Albania,2001-01-01,75+ years,3.7250000000000005
5413,Guatemala,1996-01-01,25-34 years,3.725
596,Armenia,2011-01-01,35-54 years,3.725
9334,Paraguay,1996-01-01,55-74 years,3.725
1410,Bahrain,2009-01-01,35-54 years,3.7249999999999996
10799,Saint Lucia,2012-01-01,25-34 years,3.72
5145,Greece,2007-01-01,35-54 years,3.72
5147,Greece,2007-01-01,55-74 years,3.7199999999999998
6556,Italy,2012-01-01,15-24 years,3.7150000000000003
5417,Guatemala,1996-01-01,75+ years,3.715
5127,Greece,2004-01-01,35-54 years,3.71
6370,Israel,2012-01-01,15-24 years,3.71
1194,Bahamas,1993-01-01,35-54 years,3.705
4754,Georgia,1996-01-01,25-34 years,3.705
8298,Mexico,1987-01-01,55-74 years,3.705
11074,Serbia,2013-01-01,15-24 years,3.705
5,Albania,1987-01-01,75+ years,3.7
4343,Fiji,2007-01-01,55-74 years,3.7
9473,Philippines,1999-01-01,75+ years,3.695
4829,Georgia,2011-01-01,55-74 years,3.69
8099,Mauritius,1986-01-01,35-54 years,3.69
1246,Bahamas,2002-01-01,15-24 years,3.69
10008,Puerto Rico,2013-01-01,15-24 years,3.685
4749,Georgia,1995-01-01,35-54 years,3.685
9757,Portugal,1998-01-01,25-34 years,3.6849999999999996
11890,Spain,2006-01-01,15-24 years,3.6849999999999996
10801,Saint Lucia,2012-01-01,5-14 years,3.68
10040,Qatar,2004-01-01,35-54 years,3.68
10672,Saint Lucia,1990-01-01,15-24 years,3.68
5017,Greece,1986-01-01,15-24 years,3.6799999999999997
12082,Suriname,1998-01-01,15-24 years,3.6799999999999997
518,Armenia,1996-01-01,35-54 years,3.6750000000000003
544,Armenia,2000-01-01,55-74 years,3.6750000000000003
2892,Colombia,1997-01-01,35-54 years,3.6750000000000003
2862,Colombia,1992-01-01,35-54 years,3.675
499,Armenia,1993-01-01,25-34 years,3.675
2,Albania,1987-01-01,35-54 years,3.67
9280,Panama,2015-01-01,55-74 years,3.67
1388,Bahrain,2005-01-01,55-74 years,3.67
2128,Brazil,1992-01-01,15-24 years,3.665
10678,Saint Lucia,1991-01-01,15-24 years,3.665
5673,Guyana,2012-01-01,5-14 years,3.665
13012,Turkmenistan,2012-01-01,35-54 years,3.6599999999999997
5383,Guatemala,1991-01-01,25-34 years,3.6599999999999997
7187,Kuwait,2006-01-01,25-34 years,3.6550000000000002
5043,Greece,1990-01-01,35-54 years,3.6550000000000002
5437,Guatemala,2000-01-01,25-34 years,3.655
9330,Paraguay,1996-01-01,15-24 years,3.65
8308,Mexico,1989-01-01,35-54 years,3.645
11184,Seychelles,2013-01-01,35-54 years,3.645
5079,Greece,1996-01-01,35-54 years,3.645
2122,Brazil,1991-01-01,15-24 years,3.6399999999999997
6680,Jamaica,2011-01-01,55-74 years,3.635
8320,Mexico,1991-01-01,35-54 years,3.6300000000000003
6430,Italy,1991-01-01,15-24 years,3.63
8330,Mexico,1993-01-01,15-24 years,3.63
6979,Kazakhstan,2008-01-01,5-14 years,3.63
9485,Philippines,2001-01-01,75+ years,3.625
9786,Portugal,2003-01-01,15-24 years,3.625
8314,Mexico,1990-01-01,35-54 years,3.62
72,Albania,2001-01-01,15-24 years,3.615
5153,Greece,2008-01-01,55-74 years,3.6100000000000003
9340,Paraguay,1997-01-01,55-74 years,3.61
5513,Guatemala,2012-01-01,75+ years,3.605
5474,Guatemala,2006-01-01,35-54 years,3.5949999999999998
6208,Israel,1985-01-01,15-24 years,3.59
8296,Mexico,1987-01-01,35-54 years,3.585
6382,Israel,2014-01-01,15-24 years,3.585
9276,Panama,2015-01-01,15-24 years,3.585
5019,Greece,1986-01-01,35-54 years,3.585
13011,Turkmenistan,2012-01-01,25-34 years,3.585
3020,Costa Rica,1987-01-01,55-74 years,3.58
5498,Guatemala,2010-01-01,35-54 years,3.58
5503,Guatemala,2011-01-01,25-34 years,3.5700000000000003
5455,Guatemala,2003-01-01,25-34 years,3.5700000000000003
6653,Jamaica,2005-01-01,25-34 years,3.5700000000000003
14,Albania,1989-01-01,35-54 years,3.5700000000000003
12048,Suriname,1990-01-01,35-54 years,3.57
12709,Trinidad and Tobago,1993-01-01,75+ years,3.57
8301,Mexico,1988-01-01,25-34 years,3.565
6568,Italy,2014-01-01,15-24 years,3.565
4779,Georgia,2000-01-01,35-54 years,3.565
4835,Georgia,2012-01-01,55-74 years,3.56
4760,Georgia,1997-01-01,25-34 years,3.555
2116,Brazil,1990-01-01,15-24 years,3.5549999999999997
2098,Brazil,1987-01-01,15-24 years,3.5549999999999997
8324,Mexico,1992-01-01,15-24 years,3.55
9370,Paraguay,2002-01-01,55-74 years,3.55
13,Albania,1989-01-01,25-34 years,3.55
7979,Malta,1997-01-01,35-54 years,3.545
4349,Fiji,2008-01-01,55-74 years,3.545
5456,Guatemala,2003-01-01,35-54 years,3.545
9320,Paraguay,1994-01-01,35-54 years,3.54
5396,Guatemala,1993-01-01,35-54 years,3.535
8283,Mexico,1985-01-01,25-34 years,3.535
10068,Qatar,2009-01-01,15-24 years,3.535
8307,Mexico,1989-01-01,25-34 years,3.535
13006,Turkmenistan,2011-01-01,35-54 years,3.5349999999999997
6550,Italy,2011-01-01,15-24 years,3.5300000000000002
5454,Guatemala,2003-01-01,15-24 years,3.525
5461,Guatemala,2004-01-01,25-34 years,3.525
572,Armenia,2007-01-01,35-54 years,3.525
5378,Guatemala,1990-01-01,35-54 years,3.525
12955,Turkmenistan,2002-01-01,75+ years,3.525
131,Albania,2010-01-01,75+ years,3.52
13024,Turkmenistan,2014-01-01,35-54 years,3.52
8174,Mauritius,1998-01-01,75+ years,3.52
5162,Greece,2010-01-01,25-34 years,3.5199999999999996
10104,Qatar,2015-01-01,15-24 years,3.5149999999999997
5354,Guatemala,1986-01-01,35-54 years,3.5149999999999997
5406,Guatemala,1995-01-01,15-24 years,3.51
586,Armenia,2009-01-01,55-74 years,3.505
5447,Guatemala,2001-01-01,75+ years,3.505
3499,Cyprus,2008-01-01,55-74 years,3.5
34,Albania,1994-01-01,55-74 years,3.495
1098,Azerbaijan,1992-01-01,35-54 years,3.4949999999999997
8313,Mexico,1990-01-01,25-34 years,3.4949999999999997
6514,Italy,2005-01-01,15-24 years,3.49
8073,Malta,2013-01-01,15-24 years,3.49
8318,Mexico,1991-01-01,15-24 years,3.49
9265,Panama,2013-01-01,25-34 years,3.49
11953,Sri Lanka,1985-01-01,5-14 years,3.49
5067,Greece,1994-01-01,35-54 years,3.4850000000000003
5450,Guatemala,2002-01-01,35-54 years,3.485
9864,Puerto Rico,1989-01-01,15-24 years,3.485
12997,Turkmenistan,2009-01-01,75+ years,3.48
5448,Guatemala,2002-01-01,15-24 years,3.4799999999999995
10102,Qatar,2014-01-01,55-74 years,3.475
8524,Montenegro,2008-01-01,5-14 years,3.475
7989,Malta,1999-01-01,15-24 years,3.475
5150,Greece,2008-01-01,25-34 years,3.47
9523,Philippines,2010-01-01,25-34 years,3.4699999999999998
5509,Guatemala,2012-01-01,25-34 years,3.465
11944,Spain,2015-01-01,15-24 years,3.465
9260,Panama,2012-01-01,35-54 years,3.45
9499,Philippines,2006-01-01,25-34 years,3.4499999999999997
9343,Paraguay,1998-01-01,25-34 years,3.445
9763,Portugal,1999-01-01,25-34 years,3.445
6508,Italy,2004-01-01,15-24 years,3.44
5592,Guyana,1998-01-01,15-24 years,3.44
5530,Guatemala,2015-01-01,55-74 years,3.44
13030,Turkmenistan,2015-01-01,35-54 years,3.44
8290,Mexico,1986-01-01,35-54 years,3.435
2838,Colombia,1988-01-01,35-54 years,3.43
9510,Philippines,2008-01-01,15-24 years,3.4299999999999997
1130,Azerbaijan,1997-01-01,55-74 years,3.425
3929,Ecuador,1998-01-01,55-74 years,3.42
10962,Saint Vincent and Grenadines,2015-01-01,35-54 years,3.42
2110,Brazil,1989-01-01,15-24 years,3.415
11908,Spain,2009-01-01,15-24 years,3.415
5066,Greece,1994-01-01,25-34 years,3.415
2856,Colombia,1991-01-01,35-54 years,3.415
5356,Guatemala,1986-01-01,55-74 years,3.41
5420,Guatemala,1997-01-01,35-54 years,3.41
8037,Malta,2007-01-01,15-24 years,3.41
2086,Brazil,1985-01-01,15-24 years,3.41
5482,Guatemala,2007-01-01,55-74 years,3.4050000000000002
5424,Guatemala,1998-01-01,15-24 years,3.4050000000000002
9517,Philippines,2009-01-01,25-34 years,3.4050000000000002
5144,Greece,2007-01-01,25-34 years,3.405
598,Armenia,2011-01-01,55-74 years,3.405
9312,Paraguay,1991-01-01,15-24 years,3.4000000000000004
4335,Fiji,2006-01-01,35-54 years,3.4
8286,Mexico,1985-01-01,55-74 years,3.395
5138,Greece,2006-01-01,25-34 years,3.39
9732,Portugal,1994-01-01,15-24 years,3.39
13003,Turkmenistan,2010-01-01,75+ years,3.39
5132,Greece,2005-01-01,25-34 years,3.39
4759,Georgia,1997-01-01,15-24 years,3.3850000000000002
10660,Saint Lucia,1988-01-01,15-24 years,3.38
3466,Cyprus,2000-01-01,25-34 years,3.38
5126,Greece,2004-01-01,25-34 years,3.375
1396,Bahrain,2007-01-01,15-24 years,3.37
9532,Philippines,2011-01-01,55-74 years,3.37
616,Armenia,2014-01-01,55-74 years,3.3649999999999998
6388,Israel,2015-01-01,15-24 years,3.3649999999999998
6418,Italy,1989-01-01,15-24 years,3.3600000000000003
2832,Colombia,1987-01-01,35-54 years,3.3550000000000004
524,Armenia,1997-01-01,35-54 years,3.355
13212,United Arab Emirates,2006-01-01,55-74 years,3.355
1160,Azerbaijan,2002-01-01,55-74 years,3.3499999999999996
9810,Portugal,2010-01-01,15-24 years,3.3449999999999998
4813,Georgia,2009-01-01,15-24 years,3.3449999999999998
6526,Italy,2007-01-01,15-24 years,3.3449999999999998
9493,Philippines,2003-01-01,25-34 years,3.34
7925,Malta,1988-01-01,35-54 years,3.34
9504,Philippines,2007-01-01,15-24 years,3.34
9774,Portugal,2001-01-01,15-24 years,3.33
52,Albania,1997-01-01,55-74 years,3.33
3787,Denmark,2007-01-01,15-24 years,3.325
5048,Greece,1991-01-01,25-34 years,3.325
9316,Paraguay,1991-01-01,55-74 years,3.32
604,Armenia,2012-01-01,55-74 years,3.32
11764,Spain,1985-01-01,15-24 years,3.3150000000000004
9310,Paraguay,1990-01-01,55-74 years,3.315
5442,Guatemala,2001-01-01,15-24 years,3.3100000000000005
10728,Saint Lucia,1999-01-01,35-54 years,3.31
2104,Brazil,1988-01-01,15-24 years,3.31
5518,Guatemala,2013-01-01,55-74 years,3.31
5054,Greece,1992-01-01,25-34 years,3.3099999999999996
5362,Guatemala,1987-01-01,55-74 years,3.3
9996,Puerto Rico,2011-01-01,15-24 years,3.295
9318,Paraguay,1994-01-01,15-24 years,3.29
25,Albania,1993-01-01,25-34 years,3.29
5613,Guyana,2002-01-01,5-14 years,3.29
13016,Turkmenistan,2013-01-01,15-24 years,3.285
6177,Ireland,2009-01-01,75+ years,3.285
11902,Spain,2008-01-01,15-24 years,3.2849999999999997
9530,Philippines,2011-01-01,35-54 years,3.2800000000000002
12846,Turkey,2013-01-01,55-74 years,3.2800000000000002
5430,Guatemala,1999-01-01,15-24 years,3.28
4365,Fiji,2012-01-01,35-54 years,3.28
9502,Philippines,2006-01-01,55-74 years,3.28
2844,Colombia,1989-01-01,35-54 years,3.275
4766,Georgia,1998-01-01,25-34 years,3.275
12994,Turkmenistan,2009-01-01,35-54 years,3.27
10663,Saint Lucia,1988-01-01,5-14 years,3.27
554,Armenia,2002-01-01,35-54 years,3.27
4843,Georgia,2014-01-01,15-24 years,3.265
11926,Spain,2012-01-01,15-24 years,3.265
10080,Qatar,2011-01-01,15-24 years,3.265
3882,Ecuador,1990-01-01,75+ years,3.2600000000000002
6394,Italy,1985-01-01,15-24 years,3.26
5425,Guatemala,1998-01-01,25-34 years,3.2550000000000003
5120,Greece,2003-01-01,25-34 years,3.2550000000000003
2850,Colombia,1990-01-01,35-54 years,3.2550000000000003
1119,Azerbaijan,1995-01-01,75+ years,3.255
9467,Philippines,1998-01-01,75+ years,3.255
13002,Turkmenistan,2010-01-01,55-74 years,3.255
6562,Italy,2013-01-01,15-24 years,3.255
2026,Belize,2008-01-01,15-24 years,3.25
8284,Mexico,1985-01-01,35-54 years,3.25
7116,Kuwait,1994-01-01,35-54 years,3.245
6400,Italy,1986-01-01,15-24 years,3.245
1937,Belize,1993-01-01,25-34 years,3.245
3835,Denmark,2015-01-01,15-24 years,3.2449999999999997
10106,Qatar,2015-01-01,35-54 years,3.24
13008,Turkmenistan,2011-01-01,55-74 years,3.2350000000000003
9511,Philippines,2008-01-01,25-34 years,3.2350000000000003
1238,Bahamas,2000-01-01,55-74 years,3.235
6406,Italy,1987-01-01,15-24 years,3.23
481,Armenia,1990-01-01,25-34 years,3.23
9834,Portugal,2014-01-01,15-24 years,3.225
5364,Guatemala,1988-01-01,15-24 years,3.225
4796,Georgia,2005-01-01,25-34 years,3.2249999999999996
6574,Italy,2015-01-01,15-24 years,3.2249999999999996
8302,Mexico,1988-01-01,35-54 years,3.22
10052,Qatar,2006-01-01,35-54 years,3.2199999999999998
4735,Georgia,1992-01-01,15-24 years,3.215
10051,Qatar,2006-01-01,25-34 years,3.21
1955,Belize,1996-01-01,25-34 years,3.205
1278,Bahamas,2007-01-01,35-54 years,3.205
12835,Turkey,2011-01-01,75+ years,3.205
13891,Uzbekistan,2011-01-01,75+ years,3.195
9726,Portugal,1993-01-01,15-24 years,3.195
4723,Georgia,1990-01-01,15-24 years,3.19
10786,Saint Lucia,2010-01-01,15-24 years,3.19
6532,Italy,2008-01-01,15-24 years,3.185
6412,Italy,1988-01-01,15-24 years,3.18
1288,Bahamas,2009-01-01,15-24 years,3.18
8528,Montenegro,2009-01-01,25-34 years,3.175
4806,Georgia,2006-01-01,75+ years,3.17
5625,Guyana,2004-01-01,5-14 years,3.17
4724,Georgia,1990-01-01,25-34 years,3.17
4351,Fiji,2009-01-01,15-24 years,3.165
7139,Kuwait,1998-01-01,25-34 years,3.16
13017,Turkmenistan,2013-01-01,25-34 years,3.16
9769,Portugal,2000-01-01,25-34 years,3.1550000000000002
5011,Greece,1985-01-01,15-24 years,3.155
5399,Guatemala,1993-01-01,75+ years,3.15
94,Albania,2004-01-01,55-74 years,3.15
2034,Belize,2009-01-01,35-54 years,3.15
9300,Paraguay,1989-01-01,15-24 years,3.15
5418,Guatemala,1997-01-01,15-24 years,3.145
9335,Paraguay,1996-01-01,75+ years,3.145
1326,Bahrain,1987-01-01,35-54 years,3.145
488,Armenia,1991-01-01,35-54 years,3.1449999999999996
5476,Guatemala,2006-01-01,55-74 years,3.1399999999999997
4765,Georgia,1998-01-01,15-24 years,3.1350000000000002
6669,Jamaica,2009-01-01,75+ years,3.135
3523,Cyprus,2012-01-01,55-74 years,3.135
9498,Philippines,2006-01-01,15-24 years,3.135
553,Armenia,2002-01-01,25-34 years,3.13
530,Armenia,1998-01-01,35-54 years,3.13
9331,Paraguay,1996-01-01,25-34 years,3.125
12697,Trinidad and Tobago,1991-01-01,75+ years,3.125
12050,Suriname,1990-01-01,55-74 years,3.125
10798,Saint Lucia,2012-01-01,15-24 years,3.12
9520,Philippines,2009-01-01,55-74 years,3.115
5372,Guatemala,1989-01-01,35-54 years,3.115
12169,Suriname,2012-01-01,5-14 years,3.11
6991,Kazakhstan,2010-01-01,5-14 years,3.1
5440,Guatemala,2000-01-01,55-74 years,3.095
8312,Mexico,1990-01-01,15-24 years,3.0949999999999998
2038,Belize,2010-01-01,15-24 years,3.09
9319,Paraguay,1994-01-01,25-34 years,3.085
9475,Philippines,2000-01-01,25-34 years,3.085
40,Albania,1995-01-01,55-74 years,3.085
5041,Greece,1990-01-01,15-24 years,3.085
5115,Greece,2002-01-01,35-54 years,3.08
6943,Kazakhstan,2002-01-01,5-14 years,3.08
5185,Greece,2014-01-01,15-24 years,3.08
12852,Turkey,2014-01-01,55-74 years,3.0749999999999997
5023,Greece,1987-01-01,15-24 years,3.07
13885,Uzbekistan,2010-01-01,75+ years,3.07
13218,United Arab Emirates,2007-01-01,55-74 years,3.0650000000000004
8306,Mexico,1989-01-01,15-24 years,3.065
12079,Suriname,1997-01-01,5-14 years,3.065
8288,Mexico,1986-01-01,15-24 years,3.065
6949,Kazakhstan,2003-01-01,5-14 years,3.06
10740,Saint Lucia,2001-01-01,35-54 years,3.06
4809,Georgia,2007-01-01,35-54 years,3.06
9846,Puerto Rico,1986-01-01,15-24 years,3.06
9296,Paraguay,1987-01-01,35-54 years,3.055
1306,Bahamas,2012-01-01,15-24 years,3.055
6654,Jamaica,2005-01-01,35-54 years,3.0549999999999997
1106,Azerbaijan,1993-01-01,55-74 years,3.0549999999999997
9478,Philippines,2000-01-01,55-74 years,3.0500000000000003
5405,Guatemala,1994-01-01,75+ years,3.05
4334,Fiji,2006-01-01,25-34 years,3.05
1366,Bahrain,2002-01-01,15-24 years,3.045
6585,Jamaica,1985-01-01,75+ years,3.04
10762,Saint Lucia,2005-01-01,15-24 years,3.04
12842,Turkey,2013-01-01,15-24 years,3.035
1400,Bahrain,2007-01-01,55-74 years,3.035
4340,Fiji,2007-01-01,25-34 years,3.0300000000000002
9361,Paraguay,2001-01-01,25-34 years,3.0300000000000002
5108,Greece,2001-01-01,25-34 years,3.03
5083,Greece,1997-01-01,15-24 years,3.03
6520,Italy,2006-01-01,15-24 years,3.03
9278,Panama,2015-01-01,35-54 years,3.02
9132,Panama,1985-01-01,15-24 years,3.02
4838,Georgia,2013-01-01,25-34 years,3.02
1092,Azerbaijan,1991-01-01,35-54 years,3.0199999999999996
1290,Bahamas,2009-01-01,35-54 years,3.0149999999999997
601,Armenia,2012-01-01,25-34 years,3.0100000000000002
6538,Italy,2009-01-01,15-24 years,3.0100000000000002
7381,Kyrgyzstan,2013-01-01,5-14 years,3.005
9792,Portugal,2007-01-01,15-24 years,3.0
9294,Paraguay,1987-01-01,15-24 years,3.0
5426,Guatemala,1998-01-01,35-54 years,3.0
7146,Kuwait,1999-01-01,35-54 years,3.0
1520,Barbados,2001-01-01,55-74 years,2.995
9492,Philippines,2003-01-01,15-24 years,2.995
12844,Turkey,2013-01-01,35-54 years,2.99
5467,Guatemala,2005-01-01,25-34 years,2.9899999999999998
38,Albania,1995-01-01,35-54 years,2.9800000000000004
9822,Portugal,2012-01-01,15-24 years,2.98
8300,Mexico,1988-01-01,15-24 years,2.98
8294,Mexico,1987-01-01,15-24 years,2.98
6985,Kazakhstan,2009-01-01,5-14 years,2.98
7109,Kuwait,1993-01-01,25-34 years,2.975
9338,Paraguay,1997-01-01,35-54 years,2.9699999999999998
7821,Luxembourg,2013-01-01,15-24 years,2.965
5374,Guatemala,1989-01-01,55-74 years,2.965
1128,Azerbaijan,1997-01-01,35-54 years,2.965
12121,Suriname,2004-01-01,5-14 years,2.965
10063,Qatar,2008-01-01,25-34 years,2.965
9942,Puerto Rico,2002-01-01,15-24 years,2.96
9518,Philippines,2009-01-01,35-54 years,2.96
9136,Panama,1985-01-01,55-74 years,2.955
4805,Georgia,2006-01-01,55-74 years,2.955
11709,South Africa,2006-01-01,75+ years,2.9450000000000003
1125,Azerbaijan,1996-01-01,75+ years,2.9400000000000004
4222,Estonia,2002-01-01,5-14 years,2.94
9455,Philippines,1993-01-01,75+ years,2.94
8,Albania,1988-01-01,35-54 years,2.935
9307,Paraguay,1990-01-01,25-34 years,2.935
4198,Estonia,1998-01-01,5-14 years,2.9349999999999996
3493,Cyprus,2007-01-01,55-74 years,2.9299999999999997
126,Albania,2010-01-01,15-24 years,2.9299999999999997
9328,Paraguay,1995-01-01,55-74 years,2.9250000000000003
9288,Paraguay,1986-01-01,15-24 years,2.925
13879,Uzbekistan,2009-01-01,75+ years,2.92
12848,Turkey,2014-01-01,15-24 years,2.91
12127,Suriname,2005-01-01,5-14 years,2.91
10058,Qatar,2007-01-01,35-54 years,2.9099999999999997
18,Albania,1992-01-01,15-24 years,2.9000000000000004
5443,Guatemala,2001-01-01,25-34 years,2.9
9509,Philippines,2007-01-01,75+ years,2.8950000000000005
4832,Georgia,2012-01-01,25-34 years,2.89
4319,Fiji,2003-01-01,55-74 years,2.89
6153,Ireland,2005-01-01,75+ years,2.8899999999999997
9744,Portugal,1996-01-01,15-24 years,2.8850000000000002
12843,Turkey,2013-01-01,25-34 years,2.885
1962,Belize,1997-01-01,35-54 years,2.885
10735,Saint Lucia,2000-01-01,5-14 years,2.885
9505,Philippines,2007-01-01,25-34 years,2.88
13005,Turkmenistan,2011-01-01,25-34 years,2.88
8282,Mexico,1985-01-01,15-24 years,2.875
7205,Kuwait,2009-01-01,25-34 years,2.875
566,Armenia,2006-01-01,35-54 years,2.87
9325,Paraguay,1995-01-01,25-34 years,2.87
4748,Georgia,1995-01-01,25-34 years,2.87
3900,Ecuador,1993-01-01,75+ years,2.865
1308,Bahamas,2012-01-01,35-54 years,2.865
5388,Guatemala,1992-01-01,15-24 years,2.8600000000000003
7170,Kuwait,2003-01-01,35-54 years,2.8600000000000003
5436,Guatemala,2000-01-01,15-24 years,2.86
7345,Kyrgyzstan,2007-01-01,5-14 years,2.855
5506,Guatemala,2011-01-01,55-74 years,2.855
7857,Maldives,2002-01-01,15-24 years,2.845
12656,Trinidad and Tobago,1985-01-01,15-24 years,2.8449999999999998
1314,Bahamas,2013-01-01,35-54 years,2.84
6937,Kazakhstan,2001-01-01,5-14 years,2.84
9332,Paraguay,1996-01-01,35-54 years,2.84
9524,Philippines,2010-01-01,35-54 years,2.835
10112,Qatar,2016-01-01,35-54 years,2.835
